timestamp,severity,frequency,impact,alert_score
2024-01-01 00:00:00,0.3745401188473625,7,52.965057835600646,138.86277339552305
2024-01-01 01:00:00,0.9507143064099162,1,24.18522909004517,22.99324329970722
2024-01-01 02:00:00,0.7319939418114051,4,9.310276780589922,27.26026479991686
2024-01-01 03:00:00,0.5986584841970366,4,89.72157579533267,214.85033026161355
2024-01-01 04:00:00,0.15601864044243652,5,90.04180571633304,70.24100055422146
2024-01-01 05:00:00,0.15599452033620265,7,63.31014572732679,69.13225070604602
2024-01-01 06:00:00,0.05808361216819946,7,33.90297910487007,13.784452427716904
2024-01-01 07:00:00,0.8661761457749352,4,34.92095746126609,120.99080136227971
2024-01-01 08:00:00,0.6011150117432088,7,72.59556788702393,305.4679995003931
2024-01-01 09:00:00,0.7080725777960455,3,89.71102599525771,190.56575229957056
2024-01-01 10:00:00,0.020584494295802447,6,88.70864242651173,10.956135264101459
2024-01-01 11:00:00,0.9699098521619943,2,77.98755458576238,151.2817950775045
2024-01-01 12:00:00,0.8324426408004217,9,64.20316461542878,481.00906710190554
2024-01-01 13:00:00,0.21233911067827616,5,8.413996499504883,8.933102669774977
2024-01-01 14:00:00,0.18182496720710062,6,16.162871409461378,17.632881383987396
2024-01-01 15:00:00,0.18340450985343382,4,89.85541885270793,65.91955620942358
2024-01-01 16:00:00,0.3042422429595377,7,60.642905965958995,129.15093611467387
2024-01-01 17:00:00,0.5247564316322378,9,0.9197051616629648,4.34359078909207
2024-01-01 18:00:00,0.43194501864211576,7,10.147154286603211,30.681089232438744
2024-01-01 19:00:00,0.2912291401980419,1,66.35017691080559,19.323104973721883
2024-01-01 20:00:00,0.6118528947223795,1,0.5061583846218687,0.3096944728188939
2024-01-01 21:00:00,0.13949386065204183,9,16.080805141749867,20.188562324543046
2024-01-01 22:00:00,0.29214464853521815,9,54.87337893665861,144.27867603050973
2024-01-01 23:00:00,0.3663618432936917,4,69.18951976926932,101.39359999709933
2024-01-02 00:00:00,0.45606998421703593,9,65.19612595026005,267.6059651983229
2024-01-02 01:00:00,0.7851759613930136,3,22.42693094605598,52.82726119999269
2024-01-02 02:00:00,0.19967378215835974,7,71.2179221347536,99.54246309074071
2024-01-02 03:00:00,0.5142344384136116,6,23.724908749680008,73.20099076383526
2024-01-02 04:00:00,0.5924145688620425,8,32.539969815926774,154.21721751428908
2024-01-02 05:00:00,0.046450412719997725,9,74.64914051180241,31.20735047369692
2024-01-02 06:00:00,0.6075448519014384,5,64.96328990472146,197.340561720971
2024-01-02 07:00:00,0.17052412368729153,1,84.9223410494178,14.481307788925275
2024-01-02 08:00:00,0.06505159298527952,3,65.76128923003434,12.833629863538317
